fill	x	y	xmin	xmax	ymin	ymax
#787878	2.75	2	2.625	2.875	1.875	2.125
#909090	3.25	1.5	3.125	3.375	1.375	1.625
#BFBFBF	3.75	3.25	3.625	3.875	3.125	3.375
#939393	3.5	2.25	3.375	3.625	2.125	2.375
#717171	3	2	2.875	3.125	1.875	2.125
#ADADAD	3.75	3	3.625	3.875	2.875	3.125
#868686	2.75	1.5	2.625	2.875	1.375	1.625
#5B5B5B	2.75	1	2.625	2.875	0.875	1.125
#FFFFFF	4.5	4.75	4.375	4.625	4.625	4.875
#A7A7A7	3.25	1	3.125	3.375	0.875	1.125
#3E3E3E	2.25	1	2.125	2.375	0.875	1.125
#FFFFFF	4.25	3.75	4.125	4.375	3.625	3.875
#DFDFDF	4.5	4.25	4.375	4.625	4.125	4.375
#3A3A3A	2.25	0	2.125	2.375	-0.125	0.125
#7A7A7A	2.5	1.5	2.375	2.625	1.375	1.625
#909090	3.5	2.5	3.375	3.625	2.375	2.625
#787878	3	1.5	2.875	3.125	1.375	1.625
#A7A7A7	3.75	2.5	3.625	3.875	2.375	2.625
#CCCCCC	4	3.5	3.875	4.125	3.375	3.625
#DFDFDF	4	3.75	3.875	4.125	3.625	3.875
#6C6C6C	3.25	2	3.125	3.375	1.875	2.125
#A1A1A1	4	3.25	3.875	4.125	3.125	3.375
#CCCCCC	3.5	2.75	3.375	3.625	2.625	2.875
#ADADAD	3.25	2.25	3.125	3.375	2.125	2.375
#303030	2	0	1.875	2.125	-0.125	0.125
#DFDFDF	4.5	5.5	4.375	4.625	5.375	5.625
#838383	3	1	2.875	3.125	0.875	1.125
#DFDFDF	4	3	3.875	4.125	2.875	3.125
#9C9C9C	3.5	2	3.375	3.625	1.875	2.125
#BFBFBF	3.75	2.25	3.625	3.875	2.125	2.375
#434343	2.5	1	2.375	2.625	0.875	1.125
#DFDFDF	3.25	2.5	3.125	3.375	2.375	2.625
#A7A7A7	3.75	2.75	3.625	3.875	2.625	2.875
#CCCCCC	4.25	4	4.125	4.375	3.875	4.125
#898989	2.75	0	2.625	2.875	-0.125	0.125
#939393	2.25	1.5	2.125	2.375	1.375	1.625
#212121	1.75	0	1.625	1.875	-0.125	0.125
#DFDFDF	3	2.25	2.875	3.125	2.125	2.375
#BFBFBF	4.25	3.5	4.125	4.375	3.375	3.625
#111111	1.5	0	1.375	1.625	-0.125	0.125
#ADADAD	3	0	2.875	3.125	-0.125	0.125
#555555	2.5	0	2.375	2.625	-0.125	0.125
#DFDFDF	3.5	1.5	3.375	3.625	1.375	1.625
#A1A1A1	2	1.5	1.875	2.125	1.375	1.625
#131313	0.75	0	0.625	0.875	-0.125	0.125
#3D3D3D	2	1	1.875	2.125	0.875	1.125
#979797	2	2	1.875	2.125	1.875	2.125
#A1A1A1	2.25	2	2.125	2.375	1.875	2.125
#454545	1.25	1	1.125	1.375	0.875	1.125
#DFDFDF	3.75	2	3.625	3.875	1.875	2.125
#3D3D3D	1.75	1	1.625	1.875	0.875	1.125
#3B3B3B	1.5	1	1.375	1.625	0.875	1.125
#868686	2.5	2	2.375	2.625	1.875	2.125
#FFFFFF	3.75	4	3.625	3.875	3.875	4.125
#000000	1	0	0.875	1.125	-0.125	0.125
#080808	1.25	0	1.125	1.375	-0.125	0.125
#FFFFFF	3.25	0	3.125	3.375	-0.125	0.125
#ADADAD	1.5	1.5	1.375	1.625	1.375	1.625
#CCCCCC	1.25	1.5	1.125	1.375	1.375	1.625
#CCCCCC	1.75	1.5	1.625	1.875	1.375	1.625
#ADADAD	1.75	2	1.625	1.875	1.875	2.125
#DFDFDF	1	2	0.875	1.125	1.875	2.125
#585858	1	1	0.875	1.125	0.875	1.125
#CCCCCC	1.25	2	1.125	1.375	1.875	2.125
#6A6A6A	0.75	1	0.625	0.875	0.875	1.125
#232323	0.5	0	0.375	0.625	-0.125	0.125
#B5B5B5	0	0	-0.125	0.125	-0.125	0.125
#CCCCCC	1	1.5	0.875	1.125	1.375	1.625
#979797	0.5	1	0.375	0.625	0.875	1.125
#FFFFFF	1.5	2	1.375	1.625	1.875	2.125
#7C7C7C	0.25	0	0.125	0.375	-0.125	0.125
#FFFFFF	0.25	1	0.125	0.375	0.875	1.125
